Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
403027089864701,Peter Pellegrini,Peter Pellegrini,8493,106
1185998661417403,Ivan Korčok,Ivan Korčok,7884,34
1009998019021765,Forró Krisztián,Forró Krisztián,5823,29
254427098315,Tipsport SK,Tipsport SK,4189,7
557862947737785,Progresívne Slovensko,Progresívne Slovensko,1569,16
135805949177,FORTUNA stavte sa,FORTUNA stavte sa,1345,4
193258414360612,Milan Uhrík • Republika,REPUBLIKA,1313,4
102146246492040,SMER - SSD,SMER - SD,1232,15
106795542522284,Ján Kubiš,Ing. Ján Kubiš,1193,71
70746153342,VÚB banka,VÚB banka,1187,3
188067335135140,STRABAG Slovensko,Strabag Slovensko,1023,68
732167026967322,Robert Fico,SMER - SD,800,4
2085101965139559,Infosecurity.sk,Infosecurity.sk,747,7
1555021474808039,Richard Takáč - minister pôdohospodárstva a rozvoja vidieka,SMER - SD,709,17
100996313315404,Greenpeace Slovensko,Greenpeace Slovensko,667,18
172396033788,MEMO 98,MEMO 98,640,7
110389031408012,Magyar Szövetség,Magyar Szövetség - Maďarská aliancia,622,3
1578280295823003,Nadácia ZSE,Nadácia ZSE,568,9
171511222871512,Televízia JOJ,Televízia JOJ,536,3
100612851457308,Matúš Šutaj Eštok,Matúš Šutaj Eštok,525,31
186953775142661,ESET,"ESET, spol. s r.o.",469,5
802573516467334,Juraj Blanár,SMER - SD,435,9
207289726707929,Milan Mazurek • Republika,REPUBLIKA,407,2
101211179319052,Pandy Péter,Magyar Szövetség - Maďarská aliancia,396,3
117702164538164,Záhradkársky Veľtrh Trenčín,Záhradkársky Veľtrh Trenčín,378,19
100536961349558,Lívia Pavlíková - kandidátka č. 14 - Republika,REPUBLIKA,349,1
163449818290,KDH,KDH,337,17
111165370750,Amnesty International Slovakia,Amnesty International Slovakia,317,5
2322076957827734,Ladislav Kamenický - minister financií SR,SMER - SD,317,9
133590787230331,Erik Kaliňák,SMER - SD,315,4
"1,47284E+15",Nadácia Zastavme korupciu,Nadácia Zastavme korupciu,290,14
102200698451761,Gyimesi György,Gyimesi György,269,5
49067816623,Pravda,Pravda,225,9
1461718484118285,Niké je tipovanie,Niké je tipovanie,208,4
496292127825042,HighBrõws,HighBrõws,193,9
608493236475568,Pavol Slota • DOMOV - Národná strana,DOMOV národná strana,181,5
110129608726975,Zdravotnícky denník,"Media Network, s.r.o.",177,7
132166557016,Liga za duševné zdravie SR,Liga za duševné zdravie SR,173,9
113662155425564,Teraz.sk,Teraz.sk,169,1
178362315106,European Parliament,European Parliament,166,12
151962591495628,Richard Raši,HLAS - sociálna demokracia,160,7
243127488883846,Marcel Rebro,Marcel Rebro,158,7
116795486378224,Marián Kéry- poslanec NR SR,SMER - SD,152,4
143423336065618,Veci Verejné,Veci Verejné,146,8
255901927851293,Slovenská sporiteľňa,Slovenská sporiteľňa,139,1
100686359349358,Martina Holečková,KDH,134,5
103393225948046,Digitálne inovácie,Slovenské centrum digitálnych inovácii,130,2
117243354720105,Zakrúžkuj ženu,Zakrúžkuj ženu,128,2
594790970995799,Miriam Lexmann,KDH,120,3
102965609846792,Poradca podnikateľa,"Poradca podnikateľa, spol. s r. o.",118,1
730919327293761,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,113,5
101775282906268,Ľuboš Schwarzbacher - Modrí,Ľuboš Schwarzbacher - Modrí,105,1
100686359349358,Martina Holečková,Martina Holečková,103,5
