Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
1185998661417403,Ivan Korčok,Ivan Korčok,3521,25
403027089864701,Peter Pellegrini,Peter Pellegrini,2038,39
2631817786833672,Michal Wiezik • Za zelenú Európu,Michal Wiezik,2027,4
732167026967322,Robert Fico,SMER - SD,1706,10
193258414360612,Milan Uhrík • Republika,REPUBLIKA,1667,6
106795542522284,Ján Kubiš,Ing. Ján Kubiš,1564,41
102146246492040,SMER - SSD,SMER - SD,1474,17
557862947737785,Progresívne Slovensko,Progresívne Slovensko,1158,26
147166706140048,Martin Hojsík,Martin Hojsík,853,28
178362315106,European Parliament,European Parliament,819,29
188067335135140,Strabag Slovensko,Strabag Slovensko,787,26
135805949177,FORTUNA stavte sa,FORTUNA stavte sa,655,4
186953775142661,ESET,"ESET, spol. s r.o.",650,8
2085101965139559,Infosecurity.sk,Infosecurity.sk,632,5
100996313315404,Greenpeace Slovensko,Greenpeace Slovensko,603,12
1501859650125625,Vladimír Bilčík,Vladimír Bilčík,500,3
100612851457308,Matúš Šutaj Eštok,Matúš Šutaj Eštok,498,36
2322076957827734,Ladislav Kamenický - minister financií SR,SMER - SD,496,10
100100868241799,Miroslav Suja • Republika,REPUBLIKA,418,1
1009998019021765,Forró Krisztián,Forró Krisztián,408,15
802573516467334,Juraj Blanár,SMER - SD,371,11
1555021474808039,Richard Takáč - minister pôdohospodárstva a rozvoja vidieka,SMER - SD,321,7
102200698451761,Gyimesi György,Gyimesi György,316,7
166688783394167,Bratislava - hlavné mesto SR,Mesto Bratislava,315,2
207289726707929,Milan Mazurek • Republika,REPUBLIKA,287,1
163449818290,KDH,KDH,282,12
111165370750,Amnesty International Slovakia,Amnesty International Slovakia,236,4
132166557016,Liga za duševné zdravie SR,Liga za duševné zdravie SR,233,7
309315359104222,Milan Majerský,KDH,222,8
"1,47284E+15",Nadácia Zastavme korupciu,Nadácia Zastavme korupciu,222,10
139025019440898,Inštitút ľudských práv - Human Rights Institute,Inštitút ľudských práv - Human Rights Institute,206,9
100686359349358,Martina Holečková,Martina Holečková,193,8
484734501561007,Kaufland Slovenská republika,Kaufland Slovenská republika v.o.s.,182,1
237493046280813,Katarina Roth Nevedalova,Katarina Roth Nevedalova,180,21
829246250528166,Republiková únia zamestnávateľov,Republiková únia zamestnávateľov,169,3
162176693837904,Orange,Orange,164,7
117702164538164,Záhradkársky Veľtrh Trenčín,Záhradkársky Veľtrh Trenčín,158,19
236943726337611,"Plzeňský Prazdroj Slovensko, a.s.","Plzeňský Prazdroj Slovensko, a.s.",157,16
171511222871512,Televízia JOJ,Televízia JOJ,150,1
608493236475568,Pavol Slota • DOMOV - Národná strana,DOMOV národná strana,149,7
2001358070115171,Jaro Polaček,Jaroslav Polaček,149,5
101038892907757,Mikuláš Dzurinda,"Modrí, Most - Híd",147,2
110663575028193,Martin Winkler - váš župný a mestský poslanec za Staré Mesto,Martin Winkler - váš župný a mestský poslanec za Staré Mesto,145,4
730919327293761,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,144,3
453854651758070,Rado Ocharovich - Váš poslanec za centrum,Rado Ocharovich - Váš poslanec za centrum,131,1
106092371358835,Za právny štát,Občianske združenie ZA DEMOKRACIU A PRÁVNY ŠTÁT,123,5
70746153342,VÚB banka,VÚB banka,120,2
110129608726975,Zdravotnícky denník,"Media Network, s.r.o.",109,3
116795486378224,Marián Kéry- poslanec NR SR,SMER - SD,109,3
185784721289451,Braňo Ondruš,Braňo Ondruš,103,9
