Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
403027089864701,Peter Pellegrini,Peter Pellegrini,2550,45
1185998661417403,Ivan Korčok,Ivan Korčok,1924,27
163449818290,KDH,KDH,1880,43
147166706140048,Martin Hojsík,Martin Hojsík,1731,46
557862947737785,Progresívne Slovensko,Progresívne Slovensko,1481,28
193258414360612,Milan Uhrík • Republika,REPUBLIKA,923,4
102146246492040,SMER - SSD,SMER - SD,803,12
188067335135140,Strabag Slovensko,Strabag Slovensko,765,26
2631817786833672,Michal Wiezik • Za zelenú Európu,Michal Wiezik,724,6
178362315106,European Parliament,European Parliament,645,28
732167026967322,Robert Fico,SMER - SD,582,6
100686359349358,Martina Holečková,Martina Holečková,581,14
214399691750828,"Ako dobre, že si",Liga za duševné zdravie SR,540,8
109669047774695,Brainee.sk,Mafra Slovakia a.s.,470,104
133590787230331,Erik Kaliňák,SMER - SD,449,5
135805949177,FORTUNA stavte sa,FORTUNA stavte sa,440,6
1501859650125625,Vladimír Bilčík,Vladimír Bilčík,412,3
309315359104222,Milan Majerský,KDH,359,9
1555021474808039,Richard Takáč - minister pôdohospodárstva a rozvoja vidieka,SMER - SD,345,9
2322076957827734,Ladislav Kamenický - minister financií SR,SMER - SD,273,10
100612851457308,Matúš Šutaj Eštok,Matúš Šutaj Eštok,269,35
186953775142661,ESET,"ESET, spol. s r.o.",262,3
802573516467334,Juraj Blanár,SMER - SD,260,7
207289726707929,Milan Mazurek • Republika,REPUBLIKA,251,2
1009998019021765,Forró Krisztián,Forró Krisztián,242,11
100686359349358,Martina Holečková,KDH,237,4
102200698451761,Gyimesi György,Gyimesi György,217,6
171511222871512,Televízia JOJ,Televízia JOJ,200,1
101038892907757,Mikuláš Dzurinda,"Modrí, Most - Híd",190,2
111165370750,Amnesty International Slovakia,Amnesty International Slovakia,187,6
237493046280813,Katarina Roth Nevedalova,Katarina Roth Nevedalova,187,32
101922912082404,Ondrej Ďurica • Republika,REPUBLIKA,186,1
829246250528166,Republiková únia zamestnávateľov,Republiková únia zamestnávateľov,184,2
194278021265803,Michal Šimečka • Progresívne Slovensko,Progresívne Slovensko,181,4
106795542522284,Ján Kubiš,Ing. Ján Kubiš,176,7
594790970995799,Miriam Lexmann,Miriam Lexmann,174,7
"1,47284E+15",Nadácia Zastavme korupciu,Nadácia Zastavme korupciu,165,8
53247283454,Hospodárske noviny,Mafra Slovakia a.s.,164,102
106092371358835,Za právny štát,Občianske združenie ZA DEMOKRACIU A PRÁVNY ŠTÁT,163,5
1461718484118285,Niké je tipovanie,Niké je tipovanie,162,2
730919327293761,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,Miroslav Radačovský • predseda strany Slovenský Patriot a europoslanec,159,6
283025969119,Odpady-portal.sk,PROPERTY & ENVIRONMENT s.r.o.,159,22
117702164538164,Záhradkársky Veľtrh Trenčín,Záhradkársky Veľtrh Trenčín,156,11
178878375475789,Energie-portal.sk,PROPERTY & ENVIRONMENT s.r.o.,154,27
324560137683033,Ivan ŠTEFANEC,Ivan ŠTEFANEC,148,21
139025019440898,Inštitút ľudských práv - Human Rights Institute,Inštitút ľudských práv - Human Rights Institute,133,8
116795486378224,Marián Kéry- poslanec NR SR,SMER - SD,132,7
288447254691571,Veronika Remišová,ZA ĽUĎÍ,121,2
2085101965139559,Infosecurity.sk,Infosecurity.sk,121,6
150674111712306,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,118,1
1552624815015371,SPP - distribúcia,SPP - distribúcia,116,2
136261775977,SITA Webnoviny,SITA Slovenská tlačová agentúra a.s.,115,77
162176693837904,Orange,Orange,113,7
370204800385466,"Saplinq, o.z.",PRIDE Košice,112,6
484734501561007,Kaufland Slovenská republika,Kaufland Slovenská republika v.o.s.,107,1
132166557016,Liga za duševné zdravie SR,Liga za duševné zdravie SR,106,8
185784721289451,Braňo Ondruš,Braňo Ondruš,105,9
113775847050590,HLAS - sociálna demokracia,HLAS - sociálna demokracia,105,2
100233499613453,Kamil Šaško,Kamil Šaško,104,10
